id,filtered_words_str,features_str,label_index
R129,job knowledge discuss improve stay play. occur hair chance crime term. experts discuss ongoing developments election.,"(10000,[346,433,557,731,1921,2408,3556,3614,4506,4517,4687,6533,7664,7864,9462],[4.019381523748645,4.019381523748645,4.137164559405029,4.42484663185681,4.270695952029551,4.137164559405029,2.849310271098391,1.3118489401386741,0.691153161953081,5.117993812416755,0.691153161953081,4.830311739964974,4.137164559405029,4.137164559405029,0.691153161953081])",1.0
R227,assume soon record. work coach hair region pull world politics. south whole leave music practice. experts discuss ongoing developments climate change.,"(10000,[211,627,821,924,1041,2059,2664,2913,3514,3567,3614,4506,4687,4816,6370,6597,7664,8159,9360,9462,9527],[5.117993812416755,4.270695952029551,2.849310271098391,4.607168188650764,4.607168188650764,2.7508701982851385,4.019381523748645,3.577548771469606,4.830311739964974,4.42484663185681,0.6559244700693371,0.691153161953081,0.691153161953081,4.270695952029551,4.42484663185681,4.42484663185681,4.137164559405029,4.019381523748645,4.270695952029551,0.691153161953081,3.914021008090819])",1.0
F231,effect project manager cell north. — shocking claims aliens surface internet.,"(10000,[503,650,1652,2230,2802,3210,5850,6324,7281,7936,8338],[0.691153161953081,2.958509563063383,4.019381523748645,4.607168188650764,4.830311739964974,3.914021008090819,0.691153161953081,4.137164559405029,0.6792718340663283,0.691153161953081,0.691153161953081])",0.0
R066,body dinner administration toward thought. better best question must or. experts discuss ongoing developments policy.,"(10000,[763,841,1023,2240,2543,2947,3194,3614,4461,4506,4687,5185,6944,9462,9718],[4.137164559405029,4.019381523748645,4.830311739964974,3.914021008090819,3.7316994512968646,4.607168188650764,3.8187108282864943,0.6559244700693371,5.117993812416755,0.691153161953081,0.691153161953081,4.42484663185681,2.849310271098391,0.691153161953081,5.117993812416755])",1.0
F095,tell consider especially rate poor stock. choose half watch effect simply degree administration. month smile grow director statement per. — shocking claims mind control surface internet.,"(10000,[253,312,503,1208,1236,1642,1780,1850,1853,2404,2708,2713,3184,3684,4644,5741,5850,6324,7281,7936,8103,8173,8338,9706,9817,9943],[4.137164559405029,4.830311739964974,0.691153161953081,2.849310271098391,5.523458920524919,3.914021008090819,4.42484663185681,4.42484663185681,3.914021008090819,4.607168188650764,3.5085558999826545,4.42484663185681,2.8154087194227095,3.914021008090819,4.137164559405029,4.019381523748645,0.691153161953081,4.137164559405029,0.6792718340663283,0.691153161953081,4.42484663185681,3.577548771469606,0.691153161953081,4.42484663185681,4.019381523748645,4.830311739964974])",0.0
R174,either require dark blue yourself. result candidate according camera sort. experts discuss ongoing developments policy.,"(10000,[399,697,1650,3614,4358,4506,4687,5768,6944,7321,7564,8449,9126,9311,9462],[4.42484663185681,4.270695952029551,4.137164559405029,0.6559244700693371,4.42484663185681,0.691153161953081,0.691153161953081,3.914021008090819,2.849310271098391,5.117993812416755,4.42484663185681,4.019381523748645,3.914021008090819,4.830311739964974,0.691153161953081])",1.0
R201,attorney nature bad general president guy. order determine tv fly. sit point future let traditional mission building. experts discuss ongoing developments public health.,"(10000,[1226,1306,1770,2278,3611,3614,4416,4486,4506,4547,4687,4775,4853,5465,6069,6219,6488,6946,7230,7734,7956,8267,9462],[4.270695952029551,4.019381523748645,2.920769235080536,5.117993812416755,4.137164559405029,0.6559244700693371,4.42484663185681,3.8187108282864943,0.691153161953081,4.42484663185681,0.691153161953081,5.523458920524919,3.914021008090819,4.42484663185681,4.019381523748645,3.125563647726549,4.607168188650764,3.914021008090819,4.270695952029551,4.137164559405029,4.830311739964974,4.270695952029551,0.691153161953081])",1.0
R072,management project authority collection kind international education. little company born available detail west strategy treatment. company light. experts discuss ongoing developments education.,"(10000,[188,942,1143,1176,1241,1590,2230,2291,2475,3143,3614,4390,4506,4687,5047,5085,6044,8209,9462,9545],[4.019381523748645,8.84969326371362,4.270695952029551,4.607168188650764,3.383392757028649,4.019381523748645,4.607168188650764,4.270695952029551,3.914021008090819,4.830311739964974,0.6559244700693371,5.117993812416755,0.691153161953081,0.691153161953081,5.322516079190902,3.5085558999826545,4.270695952029551,3.914021008090819,0.691153161953081,4.830311739964974])",1.0
R064,major month professor class something four. population history effect forward. present keep relationship happen social huge exist for. machine seem moment item onto. experts discuss ongoing developments research.,"(10000,[823,1058,1886,1916,2198,2543,2588,3401,3614,4007,4241,4260,4506,4687,4704,5683,5741,6324,6543,6602,7066,7960,8040,8130,9258,9462,9594,9826],[4.607168188650764,4.607168188650764,5.523458920524919,4.270695952029551,4.019381523748645,3.7316994512968646,4.830311739964974,4.607168188650764,0.6559244700693371,4.42484663185681,4.830311739964974,4.42484663185681,0.691153161953081,0.691153161953081,4.42484663185681,5.117993812416755,4.019381523748645,4.137164559405029,4.019381523748645,4.270695952029551,2.8154087194227095,5.117993812416755,3.8187108282864943,4.137164559405029,4.830311739964974,0.691153161953081,3.914021008090819,4.270695952029551])",1.0
F037,shake play long magazine difficult. serve seat three tough. — shocking claims miracle drug surface internet.,"(10000,[47,503,1256,1725,2173,2180,5850,5925,7036,7281,7337,7860,7936,8338,8413,8904],[4.42484663185681,0.691153161953081,3.125563647726549,3.8187108282864943,4.019381523748645,4.42484663185681,0.691153161953081,3.914021008090819,5.523458920524919,0.6792718340663283,5.117993812416755,3.0385522707369192,0.691153161953081,0.691153161953081,3.6516567436233283,3.914021008090819])",0.0
R170,entire forget cold room industry gas. serve small court move near. production early politics field. experts discuss ongoing developments technology breakthrough.,"(10000,[222,494,1020,1725,2227,3010,3132,3614,3920,4092,4506,4568,4687,5887,6282,6817,7146,8353,8824,9462,9544],[4.019381523748645,3.914021008090819,2.579019941358479,3.8187108282864943,2.7200985396183848,4.019381523748645,5.523458920524919,0.6559244700693371,4.607168188650764,4.42484663185681,0.691153161953081,4.270695952029551,0.691153161953081,4.019381523748645,4.270695952029551,5.523458920524919,3.914021008090819,4.607168188650764,4.019381523748645,0.691153161953081,4.42484663185681])",1.0
F110,choose report forget human hand. property much establish suddenly face over. agreement foreign significant. — shocking claims celebrity scandal surface internet.,"(10000,[503,524,2126,2733,2923,3486,4034,4202,4921,5850,6206,6505,7146,7281,7936,8303,8338,8413,8581,9706,9878],[0.691153161953081,3.7316994512968646,4.830311739964974,4.830311739964974,4.42484663185681,2.849310271098391,4.830311739964974,5.117993812416755,2.849310271098391,0.691153161953081,4.607168188650764,3.6516567436233283,3.914021008090819,0.6792718340663283,0.691153161953081,4.270695952029551,0.691153161953081,3.6516567436233283,4.270695952029551,4.42484663185681,4.607168188650764])",0.0
F048,concern bank purpose seven approach summer develop. success discuss carry family garden sort rule. civil piece later interview full. — shocking claims secret cure surface internet.,"(10000,[454,503,560,593,1968,3095,3133,3614,3892,5063,5720,5850,5936,6035,6747,7281,7711,7850,7936,8089,8297,8338,8982,8993,9481,9828],[3.7316994512968646,0.691153161953081,4.830311739964974,4.607168188650764,4.42484663185681,4.607168188650764,4.019381523748645,0.6559244700693371,2.5530444549552183,4.830311739964974,3.7316994512968646,0.691153161953081,4.019381523748645,3.6516567436233283,2.5530444549552183,0.6792718340663283,4.830311739964974,4.019381523748645,0.691153161953081,4.607168188650764,4.019381523748645,0.691153161953081,3.914021008090819,5.523458920524919,4.019381523748645,4.137164559405029])",0.0
F082,night new cup. fish doctor mouth network long cultural soldier. contain nearly interesting though society federal. — shocking claims hoax surface internet.,"(10000,[327,503,585,777,939,1376,2782,2866,3385,3634,4377,5850,6869,7281,7493,7497,7936,8338,8904,9152,9233,9300],[4.019381523748645,0.691153161953081,3.914021008090819,5.117993812416755,4.830311739964974,4.270695952029551,4.607168188650764,4.137164559405029,4.019381523748645,4.137164559405029,2.60568818844064,0.691153161953081,4.019381523748645,0.6792718340663283,4.607168188650764,3.914021008090819,0.691153161953081,0.691153161953081,3.914021008090819,4.270695952029551,4.019381523748645,5.117993812416755])",0.0
F187,guy compare. none police face. hundred pretty whether street. weight finally appear industry common senior. — shocking claims miracle drug surface internet.,"(10000,[94,503,1256,1817,3010,3406,3876,3919,4570,5175,5850,6332,7281,7860,7936,8004,8182,8338,8438,9297,9372,9831],[4.137164559405029,0.691153161953081,3.125563647726549,4.019381523748645,4.019381523748645,4.019381523748645,3.8187108282864943,4.42484663185681,5.523458920524919,4.019381523748645,0.691153161953081,4.137164559405029,0.6792718340663283,3.0385522707369192,0.691153161953081,4.607168188650764,4.42484663185681,0.691153161953081,5.117993812416755,5.523458920524919,4.830311739964974,4.830311739964974])",0.0
F027,red use with. time despite wall game popular. partner control later mean other. — shocking claims miracle drug surface internet.,"(10000,[52,116,503,560,909,1208,1256,1301,5133,5850,6404,7281,7640,7786,7860,7936,8157,8338,8975,9231],[3.7316994512968646,4.42484663185681,0.691153161953081,4.830311739964974,4.270695952029551,2.849310271098391,3.125563647726549,4.607168188650764,4.137164559405029,0.691153161953081,4.270695952029551,0.6792718340663283,5.117993812416755,4.607168188650764,3.0385522707369192,0.691153161953081,4.137164559405029,0.691153161953081,4.019381523748645,4.830311739964974])",0.0
F202,wide administration woman say partner near add issue. close team leg do. parent vote loss local. — shocking claims hoax surface internet.,"(10000,[116,468,503,1862,2836,3378,3497,4377,4563,5185,5329,5850,5862,5974,6290,7281,7936,8338,9214,9325,9887,9932],[4.42484663185681,4.019381523748645,0.691153161953081,4.607168188650764,4.830311739964974,5.117993812416755,3.577548771469606,2.60568818844064,4.137164559405029,4.42484663185681,4.137164559405029,0.691153161953081,4.42484663185681,3.4440173788450834,4.270695952029551,0.6792718340663283,0.691153161953081,0.691153161953081,4.137164559405029,5.117993812416755,4.830311739964974,4.019381523748645])",0.0
F197,cell perhaps matter tough send factor health. live course history resource range. western fight wife part table view sell reduce. — shocking claims secret cure surface internet.,"(10000,[493,503,524,1209,1259,1670,2402,2526,3021,3210,3652,3892,3931,4485,5447,5523,5850,6077,6219,6543,6747,7281,7293,7936,8338,8740,9561],[4.270695952029551,0.691153161953081,3.7316994512968646,4.019381523748645,3.6516567436233283,4.270695952029551,3.6516567436233283,4.270695952029551,3.6516567436233283,3.914021008090819,4.270695952029551,2.5530444549552183,3.8187108282864943,4.42484663185681,3.4440173788450834,4.607168188650764,0.691153161953081,5.523458920524919,3.125563647726549,4.019381523748645,2.5530444549552183,0.6792718340663283,4.270695952029551,0.691153161953081,0.691153161953081,4.019381523748645,4.270695952029551])",0.0
R128,factor surface land value. whatever investment left her. experts discuss ongoing developments climate change.,"(10000,[490,821,1562,1662,2059,3614,4506,4687,7148,7281,7695,7748,9462,9561],[4.607168188650764,2.849310271098391,4.137164559405029,3.7316994512968646,2.7508701982851385,0.6559244700693371,0.691153161953081,0.691153161953081,4.137164559405029,0.6792718340663283,4.137164559405029,5.523458920524919,0.691153161953081,4.270695952029551])",1.0
F157,eat raise yard scientist claim fight may. — shocking claims government cover-up surface internet.,"(10000,[424,503,2259,2526,3527,5850,6226,6572,7276,7281,7936,8338,8937,9813],[4.137164559405029,0.691153161953081,2.849310271098391,4.270695952029551,3.8187108282864943,0.691153161953081,4.42484663185681,5.523458920524919,4.137164559405029,0.6792718340663283,0.691153161953081,0.691153161953081,3.5085558999826545,2.997730276216664])",0.0
F117,employee past step hit. per apply science final style on. animal huge management kind stand something. — shocking claims hoax surface internet.,"(10000,[298,503,885,1241,1558,1653,2198,3363,4240,4377,5611,5850,6044,6548,6886,7281,7312,7360,7936,8000,8338,9275],[4.42484663185681,0.691153161953081,5.523458920524919,3.383392757028649,4.607168188650764,4.137164559405029,4.019381523748645,4.137164559405029,5.117993812416755,2.60568818844064,4.607168188650764,0.691153161953081,4.270695952029551,4.019381523748645,4.270695952029551,0.6792718340663283,4.830311739964974,5.117993812416755,0.691153161953081,4.137164559405029,0.691153161953081,4.830311739964974])",0.0
F173,parent grow someone event change debate. return show enough. — shocking claims secret cure surface internet.,"(10000,[197,387,503,635,2404,3479,3671,3892,4019,5850,6747,7281,7728,7936,8338,9932],[5.523458920524919,3.7316994512968646,0.691153161953081,3.8187108282864943,4.607168188650764,5.117993812416755,4.42484663185681,2.5530444549552183,4.42484663185681,0.691153161953081,2.5530444549552183,0.6792718340663283,3.914021008090819,0.691153161953081,0.691153161953081,4.019381523748645])",0.0
F024,compare want name ever consumer run. — shocking claims aliens surface internet.,"(10000,[15,503,650,5594,5850,7281,7712,7912,7936,8338,9246,9475],[4.137164559405029,0.691153161953081,2.958509563063383,4.019381523748645,0.691153161953081,0.6792718340663283,4.270695952029551,4.830311739964974,0.691153161953081,0.691153161953081,3.8187108282864943,4.137164559405029])",0.0
F096,focus project level under. interesting author rich collection field what. — shocking claims celebrity scandal surface internet.,"(10000,[503,1499,2230,3486,3634,3931,4921,5850,6212,7074,7281,7936,8209,8338,8363,9350,9782],[0.691153161953081,4.42484663185681,4.607168188650764,2.849310271098391,4.137164559405029,3.8187108282864943,2.849310271098391,0.691153161953081,3.914021008090819,3.5085558999826545,0.6792718340663283,0.691153161953081,3.914021008090819,0.691153161953081,5.117993812416755,4.42484663185681,5.117993812416755])",0.0
R247,beyond girl camera brother. team though whom. big answer anything goal. experts discuss ongoing developments public health.,"(10000,[468,735,935,1029,1650,1770,2114,3048,3385,3614,3619,4506,4687,5098,6219,8900,9462],[4.019381523748645,4.42484663185681,4.830311739964974,4.137164559405029,4.137164559405029,2.920769235080536,4.137164559405029,4.607168188650764,4.019381523748645,0.6559244700693371,4.270695952029551,0.691153161953081,0.691153161953081,4.607168188650764,3.125563647726549,4.42484663185681,0.691153161953081])",1.0
F226,important investment purpose add give else myself. power establish outside personal public. — shocking claims government cover-up surface internet.,"(10000,[503,1562,1967,2259,2895,2923,3056,3783,5034,5850,7281,7936,7939,8089,8338,8366,8568,9813,9887],[0.691153161953081,4.137164559405029,4.019381523748645,2.849310271098391,4.830311739964974,4.42484663185681,4.019381523748645,4.137164559405029,3.8187108282864943,0.691153161953081,0.6792718340663283,0.691153161953081,3.6516567436233283,4.607168188650764,0.691153161953081,5.117993812416755,4.607168188650764,2.997730276216664,4.830311739964974])",0.0
F100,give trial soldier toward anything. million around bed building body sign. spend rule form practice. relate cultural five total live. — shocking claims flat earth surface internet.,"(10000,[343,353,503,841,988,2918,2929,3194,3410,3567,3783,4141,5621,5850,5852,5974,6197,6279,7281,7751,7936,8338,8651,9233,9414,9497,9676],[4.607168188650764,4.019381523748645,0.691153161953081,4.019381523748645,4.270695952029551,3.0385522707369192,5.117993812416755,3.8187108282864943,4.270695952029551,4.42484663185681,4.137164559405029,4.270695952029551,4.830311739964974,0.691153161953081,4.607168188650764,3.4440173788450834,5.117993812416755,4.137164559405029,0.6792718340663283,5.117993812416755,0.691153161953081,0.691153161953081,4.019381523748645,4.019381523748645,5.523458920524919,4.42484663185681,3.0385522707369192])",0.0
F246,fact natural us else interest yourself. federal everyone industry feeling wind. — shocking claims government cover-up surface internet.,"(10000,[70,503,613,633,1978,2259,3010,4988,5034,5850,6660,7215,7281,7321,7936,8338,8893,9813],[3.7316994512968646,0.691153161953081,4.137164559405029,3.914021008090819,5.523458920524919,2.849310271098391,4.019381523748645,4.019381523748645,3.8187108282864943,0.691153161953081,4.019381523748645,4.270695952029551,0.6792718340663283,5.117993812416755,0.691153161953081,0.691153161953081,4.42484663185681,2.997730276216664])",0.0
F183,follow simple people crime. executive meet short admit song conference light. — shocking claims aliens surface internet.,"(10000,[278,503,650,1262,2913,4263,4390,5657,5850,7281,7350,7936,8338,8714,9367,9940,9966],[5.117993812416755,0.691153161953081,2.958509563063383,4.019381523748645,3.577548771469606,3.914021008090819,5.117993812416755,3.8187108282864943,0.691153161953081,0.6792718340663283,4.270695952029551,0.691153161953081,0.691153161953081,4.137164559405029,3.8187108282864943,4.830311739964974,3.914021008090819])",0.0
